,,,,,,,,,,,,,,,,,,,,,,
SamplingDate,SO2_6AM_10AM,SO2_10AM_2PM,SO2_2PM_6PM,SO2_6PM_10PM,SO2_10PM_2AM,SO2_2AM_6AM,NO2_6AM_10AM,NO2_10AM_2PM,NO2_2PM_6PM,NO2_6PM_10PM,NO2_10PM_2AM,NO2_2AM_6AM,RSPM_6AM_2PM,RSPM_2PM_10PM,RSPM_10PM_6AM,SPM_6AM_2PM,SPM_2PM_10PM,SPM_10PM_6AM,RSPM,SO2,SPM,NO2
20/01/2007,2,14.2,,,5.8,2,22.4,34.7,,,30.2,14.5,71,,69,185,,96,70,6,140.5,25.45
24/01/2007,4.9,2,12.5,8.3,2,2,29.1,34.7,41.4,35,21.3,14.5,89,54,47,241,191,57,63.3333,5.2833,163,29.3333
27/01/2007,2,14.1,5.8,2,,,28,38,44.8,21.3,,,72,82,,100,117,,77,5.975,108.5,33.025
3/8/2005,,,,,,,,,,,,,,,,,,,24.9,8.3,64.8,24.9
6/8/2005,,,,,,,,,,,,,,,,,,,39.1,4,136.5,39.2
10/8/2005,,,,,,,,,,,,,,,,,,,25.1,4.5,75.4,20.9
13/08/2005,,,,,,,,,,,,,,,,,,,21.5,5.95,63.2,35.3
20/08/2005,,,,,,,,,,,,,,,,,,,38.4,8.5,84.3,48.7
24/08/2005,,,,,,,,,,,,,,,,,,,16.5,6.9,26.6,61.6
27/08/2005,,,,,,,,,,,,,,,,,,,24.6,6.5,35.9,61.8
31/08/2005,,,,,,,,,,,,,,,,,,,29.1,10.5,51.8,44.1
1/10/2005,,,,,,,,,,,,,,,,,,,36.2,5.1,79.7,32.5
5/10/2005,,,,,,,,,,,,,,,,,,,24,6.6,48.9,45.4
23/05/2011,4,8.9,4,4,,,15,69.6,12.8,11.7,,,59,71,,98,140,,65,5.225,119,27.275
26/05/2011,,4,4,4,,,,11.7,12.8,11.7,,,46,46,,97,120,,46,,108.5,
30/05/2011,8.4,4,4,4,,,48.4,42.9,69.6,49.2,,,101,87,,244,144,,94,5.1,194,52.525
2/6/2011,,5.1,4,4,,,,65.3,75,78.2,,,108,24,,141,30,,66,,85.5,
6/6/2011,4,4,4,4,,,23.6,102,17.1,25.7,,,13,19,,32,59,,16,4,45.5,42.1
9/6/2011,4,4,4,4,,,77.1,37.5,56.8,61,,,21,355,,95,519,,188,4,307,58.1
13/06/2011,,4,4,4,,,,28.9,9,14,,,42,15,,206,24,,28.5,,115,
16/06/2011,4.2,4.7,7.5,7,,,10.7,25.7,22.5,11.8,,,63,30,,176,103,,46.5,5.85,139.5,17.675
23/06/2011,,4,4,4,,,,57.9,49.3,80.4,,,54,44,,116,102,,49,,109,
27/06/2011,4,4,4,4,,,22.5,22.5,25.7,33.2,,,67,111,,149,194,,89,4,171.5,25.975
30/06/2011,4,4,4,4,,,25.7,27.9,28.9,35.4,,,88,33,,177,95,,60.5,4,136,29.475
4/7/2011,,4,4,4,,,,33.2,32.1,39.6,,,48,44,,159,100,,46,,129.5,
7/7/2011,,4,4,4,,,,16,30,19.2,,,35,57,,117,106,,46,,111.5,
11/7/2011,,6.1,4,4,,,,16,24.6,16,,,225,50,,492,78,,137.5,,285,
14/07/2011,6.3,8.4,9.8,10.3,,,27.1,15,12.9,15,,,88,88,,104,243,,88,8.7,173.5,17.5
18/07/2011,8.4,4,4,8.4,,,11.7,13.9,10.7,15,,,61,43,,93,178,,52,6.2,135.5,12.825
21/07/2011,,4,4,4,,,,37.5,41.7,45,,,42,41,,83,228,,41.5,,155.5,
25/07/2011,9.7,4,8.4,4,,,48,26,30,23,,,197,80,,325,165,,138.5,6.525,245,31.75
28/07/2011,4,4,4,4,,,45.7,30,20.3,38.5,,,133,114,,328,291,,123.5,4,309.5,33.625
1/8/2011,4,5.6,4,4.7,,,15,18.2,12,23.5,,,37,90,,187,293,,63.5,4.575,240,17.175
4/8/2011,4,4,4,4,,,32.1,12,13,20.3,,,56,49,,196,216,,52.5,4,206,19.35
8/8/2011,4,4,4,4,,,42.8,10.4,17.4,24,,,75,47,,172,119,,61,4,145.5,23.65
11/8/2011,4,4,4,5.6,,,27.1,39.6,38.5,26.7,,,88,137,,314,321,,112.5,4.4,317.5,32.975
18/08/2011,,4,4,7,,,,55,57,60,,,26,164,,50,207,,95,,128.5,
22/08/2011,4,4,4,4,,,41,38,30,28,,,84,131,,199,155,,107.5,4,177,34.25
25/08/2011,,4,4,4,,,,31,23,27,,,108,98,,214,178,,103,,196,
29/08/2011,4,4,4,4,,,27,34,32,32,,,79,123,,383,515,,101,4,449,31.25
5/9/2011,4,4,4,4,,,27,29,16,9,,,43,56,,81,70,,49.5,4,75.5,20.25
8/9/2011,4,4,4,4,,,15,31,18,26,,,43,49,,180,82,,46,4,131,22.5
12/9/2011,4,4,4,4,,,21,19,25,35,,,33,50,,87,95,,41.5,4,91,25
15/09/2011,4,4,4,4,,,26,17,18,28,,,49,31,,62,90,,40,4,76,22.25
19/09/2011,6.9,4,4,4,,,21.4,42,30,31,,,33,30,,89,68,,31.5,4.725,78.5,31.1
26/09/2011,5.1,5.6,5.1,4,,,40.7,32.1,37.5,32.1,,,45,60,,82,131,,52.5,4.95,106.5,35.6
29/09/2011,6.1,4.7,6.5,5.1,,,35.3,37.5,41.7,45,,,36,97,,53,191,,66.5,5.6,122,39.875
4/6/2008,4,5.8,6.7,4,4,4,26.9,23.5,19,16.8,14.5,12.3,15,36,17,103,70,40,22.6666,4.75,71,18.8333
7/6/2008,8.3,5.8,4,4,4,4,25.7,21.3,20.1,23.5,17.9,16.8,22,31,23,115,119,27,25.3333,5.0166,87,20.8833
20/08/2008,4,4,21.6,4,6.7,11.6,30.2,30.2,35.8,32.5,34.7,45.9,39,19,19,108,42,32,25.6666,8.65,60.6666,34.8833
30/08/2008,,4.9,4,,4,5.8,,47,20.1,,36.9,22.4,36,91,26,43,93,28,51,4.675,54.6666,31.6
1/11/2008,4,4,5,10.1,4,4,28.3,33.3,25.7,33.6,26.9,42.5,57,101,67,72,141,105,75,5.1833,106,31.7166
5/11/2008,,,5.4,9.1,8.3,4,,,85.7,73.9,79.5,38,,92,152,,136,158,122,6.7,147,69.275
8/11/2008,,4,5.8,9.1,4,4,,40.6,27.9,43.6,51.5,31.3,139,61,70,147,83,78,90,5.38,102.6666,38.98
12/11/2008,6.7,4,4,5,4,4,17.9,34,30.2,20.1,13.4,15.7,13,89,112,126,163,130,71.3333,4.6166,139.6666,21.8833
15/11/2008,4,7.6,11.6,7.5,4,4.2,28.3,48.6,52.6,62.7,24.6,39.2,67,112,55,131,198,85,78,6.4833,138,42.6666
19/11/2008,4,4,9.1,4,5.8,4,43.3,21.3,36.9,20.1,22.4,24.6,61,42,47,118,64,91,50,5.15,91,28.1
22/11/2008,5.5,,,6.7,4,4,31.3,,,40.9,19,16.8,,68,42,,71,45,55,5.05,58,27
26/11/2008,4,4.2,7,4,4,4,28.6,23.5,32,15.7,12.3,11.2,69,76,110,90,79,173,85,4.5333,114,20.55
29/11/2008,4,4,19,9.1,14,4,10.1,11.2,53.7,33,23.5,19,31,52,30,39,93,40,37.6666,9.0166,57.3333,25.0833
4/3/2009,4,4,4,4,4,4,15,21.4,27,33.6,22.4,18.7,221,37,71,526,108,155,109.6666,4,263,23.0166
11/3/2009,4,4,4,4,4,4,38,95,36,35,33,44,43,31,103,127,225,110,59,4,154,46.8333
14/03/2009,,,4,4,4,4,,,66,39.6,37,38,,59,31,,124,137,45,4,130.5,45.15
18/03/2009,,4,4,4,4,4,,48,52,64,67,49,65,88,73,137,156,108,75.3333,4,133.6666,56
21/03/2009,,4,4,4,4,4,,24,31,38,35,27,260,122,87,309,171,169,156.3333,4,216.3333,31
23/04/2008,4,4.1,4,4,4,4,32.5,26.2,19,13.4,21.3,11.2,95,28,57,153,93,61,60,4.0166,102.3333,20.6
4/10/2008,4,5,11.1,4.6,8.8,4,40.3,80.6,44.8,45.9,68.1,47,60,27,24,104,30,58,37,6.25,64,54.45
11/10/2008,,4,6.7,,25.3,8.3,,51.5,61.5,,69.8,33.6,139,58,13,217,108,39,70,11.075,121.3333,54.1
15/10/2008,7.5,4,13.3,6.7,4,4.2,43.6,55,39.4,36.9,69.8,23.5,64,72,47,66,75,54,61,6.6166,65,44.7
18/10/2008,,4,6.7,4,13.3,4,,64.9,50.4,64.5,107.4,48.1,102,66,46,123,90,79,71.3333,6.4,97.3333,67.06
22/10/2008,,4,4,4,,,,40.6,32.5,35.8,,,13,22,,26,30,,17.5,,28,
25/10/2008,8.3,10.8,4,4,4,7.5,35.8,45.9,38.4,33.3,20.1,16.8,19,10,12,26,26,18,13.6666,6.4333,23.3333,31.7166
29/10/2008,,11.6,7.5,4,4,4,,32.5,21.3,44.8,39.2,20.1,121,66,50,189,181,72,79,6.22,147.3333,31.58
11/6/2008,,4,8.3,4,4,4,,24.6,17.9,22.4,20.1,33.6,103,28,30,212,86,46,53.6666,4.86,114.6666,23.72
14/06/2008,4,6.7,4,4,4,4,25.4,30.2,23.5,21.3,17.9,16.8,76,32,43,100,94,54,50.3333,4.45,82.6666,22.5166
18/06/2008,4,7.5,8.3,4,4,4,33.6,22.4,19,26.9,17.9,23.2,31,46,21,140,73,23,32.6666,5.3,78.6666,23.8333
21/06/2008,,4,6.5,4,4,4,,11.5,22.5,25.7,22.4,17.9,,28,19,,52,28,23.5,4.5,40,20
25/06/2008,,4,5.8,4,4,4,,19,23.5,16.8,10.1,11.2,52,11,26,56,16,33,29.6666,4.36,35,16.12
28/06/2008,5.8,5,5.8,4,4,4,17.9,20.1,12.3,19.7,17.9,14.5,23,40,7,92,50,12,23.3333,4.7666,51.3333,17.0666
4/2/2009,,4,5.8,4,10,4,,17.9,21.3,23.5,30.2,17.9,49,94,92,114,114,127,78.3333,5.56,118.3333,22.16
7/2/2009,,4,4,10,4,,,27,40.3,53.7,59.3,31.3,77,91,66,270,203,132,78,5.5,201.6666,42.32
11/2/2009,4,8.3,6.7,4,4,4,22.7,34.6,41.4,29.1,31.3,21.3,77,91,66,270,203,132,78,5.1666,201.6666,30.0666
14/02/2009,,4,4,9.1,7.5,4,,38.8,20.1,28,17.9,15.7,77,91,66,270,203,132,78,5.72,201.6666,24.1
18/02/2009,,10,6.7,4,4,4,,31.3,21.3,33.6,28,22.4,59,115,73,241,221,78,82.3333,5.74,180,27.32
21/02/2009,,8.3,7.5,4,4,4,,31.3,23.5,22.4,32.5,39.2,76,84,48,171,141,55,69.3333,5.56,122.3333,29.7799
25/02/2009,,9.1,4,8.3,4,4,,23.5,30.2,25.7,21.3,17.9,72,59,80,144,161,127,70.3333,5.88,144,23.72
28/02/2009,,8.3,,,,,,28,,,,,78,,,158,,,,,,
8/3/2008,4,4,5,6.7,4,4.2,26.9,40.3,32.5,40.3,39.2,49.2,104,76,173,170,110,219,117.6666,4.65,166.3333,38.0666
12/3/2008,4,6.7,5.8,4,,,24.9,25.7,30.2,23.9,,,62,46,,118,145,,54,5.125,131.5,26.175
15/03/2008,4,4,5,5.8,4,5,42.5,30.2,23.5,25.7,20.1,16.8,42,38,40,88,73,56,40,4.6333,72.3333,26.4666
19/03/2008,5.8,7.5,5,4,4,4,31.3,24.6,29.1,28,35.8,23.5,53,53,32,73,98,80,46,5.05,83.6666,28.7166
22/03/2008,,9,4,4,,,,25.5,20.1,20.5,,,22,44,,59,63,,33,,61,
26/03/2008,4,4,4,4,4,4,25.6,24.6,19.2,35.8,16.8,16.8,75,50,50,150,72,99,58.3333,4,107,23.1333
29/03/2008,4,,,6.7,4,4,23.9,,,21.3,17.9,16.8,,71,43,,109,45,57,4.675,77,19.975
6/12/2008,19.3,10,16.6,15,4,4,66.7,25.7,31.3,26.9,34.7,42.5,91,63,136,191,117,177,96.6666,11.4833,161.6666,37.9666
10/12/2008,9.9,4,5.8,11.6,4,4,61,38,28,51.5,32.5,30,88,95,72,90,115,77,85,6.55,94,40.1666
13/12/2008,5.5,4,4,6.7,9.1,4.9,50.7,44.8,40.3,45.9,42.5,33.6,91,85,76,96,135,86,84,5.7,105.6666,42.9666
17/12/2008,4,6.7,4.2,4,8.3,4,51.5,34.7,39.2,53.7,56,43.6,60,66,84,95,108,144,70,5.2,115.6666,46.45
20/12/2008,4,4,10.8,7.5,4,4,16.8,28,29.1,25.7,44.8,40.3,60,85,87,86,126,117,77.3333,5.7166,109.6666,30.7833
24/12/2008,4,4,10.8,7.5,4.2,4,21.3,31.3,38,74,58.2,28,66,100,56,115,214,78,74,5.75,135.6666,41.8
27/12/2008,,4,6.7,9.1,4,4,,20.1,29.1,32.5,21.3,16.8,101,76,87,169,168,170,88,5.56,169,23.96
31/12/2008,4,4,4,4,4,4,50.4,45.9,54.8,65,69.3,31.3,79,89,131,148,225,171,99.6666,4,181.3333,52.7833
2/7/2008,,,8.3,6.7,4,4,,,16.8,14.5,15.7,12.3,,31,23,,55,33,27,5.75,44,14.825
5/7/2008,5.7,4,4.9,4,,,28.8,15.7,19.7,16.8,,,31,25,,99,73,,28,4.65,86,20.25
9/7/2008,,4.5,7.5,4,4,4,,31.7,17.9,30.2,25.7,22.4,24,56,36,150,107,43,38.6666,4.8,100,25.58
6/9/2008,,4,6.7,,4,4,,30.2,36.9,,23,22.4,52,23,12,72,56,17,29,4.675,48.3333,28.125
1/9/2008,7.5,11.6,4.2,4,4.9,4,43.6,49.2,44.8,31.3,36.9,21.3,15,33,13,18,36,17,20.3333,6.0333,23.6666,37.85
13/09/2008,4,4.2,10.8,5.8,4,4,28,21.3,40.3,26.9,16.8,22.4,100,25,6,119,75,8,43.6666,5.4666,67.3333,25.95
17/09/2008,4,5.8,4,4,4,4,49.2,25.7,33.6,21.3,23.5,25.7,30,24,8,90,81,21,20.6666,4.3,64,29.8333
20/09/2008,,4.2,4,,,,,39.2,24.6,,,,34,15,,141,98,,24.5,,119.5,
24/09/2008,4,6.7,4,6.6,4,7,20.8,37.3,56.7,44.8,42.5,49.2,52,28,8,104,33,45,29.3333,5.3833,60.6666,41.8833
27/09/2008,4,,7.7,9.5,4.2,4,22.4,,84.9,42,36.9,45.9,36,26,25,124,48,35,29,5.88,69,46.42
2/4/2008,5,4.8,,4,4,4,17.9,23,,15.7,16.8,15.7,77,36,28,116,78,47,47,4.36,80.3333,17.82
5/4/2008,4,4,4,5,4,4,24.8,22.4,29.1,30.2,24.6,23.5,74,43,21,87,109,28,46,4.1666,74.6666,25.7666
9/4/2008,4,4.2,5.4,4,4,4,17.9,17.9,15.9,16.8,15.7,12.3,35,58,56,103,121,70,49.6666,4.2666,98,16.0833
12/4/2008,4,4,6.7,,4,4,32,26.9,20.1,,17.9,15.7,125,66,48,140,157,68,79.6666,4.54,121.6666,22.52
16/04/2008,,7.5,4,4,4,4,,16.8,21.3,17.9,19,14.5,53,45,27,132,102,28,41.6666,4.7,87.3333,17.9
19/04/2008,5.3,6.7,4,4,4,4,24,21.3,20.9,16.8,28,25.7,53,54,42,114,90,44,49.6666,4.6666,82.6666,22.7833
26/04/2008,6.7,4,7.5,4,4,4,23.9,12.3,17.9,19,12.3,10.1,56,58,30,123,105,36,48,5.0333,88,15.9166
30/04/2008,,5.8,4,5,4,4,,19,12.3,15.7,11.2,15.7,113,72,32,150,99,38,72.3333,4.56,95.6666,14.7799
3/1/2009,,6.7,12.5,4,16,5,,28,41.4,24,56,42.5,73,112,213,88,259,447,132.6666,8.84,264.6666,38.38
7/1/2009,4,7.5,10.8,5.8,4,4,32.5,51.5,58.2,28,41.4,24.6,209,115,128,521,156,163,150.6666,6.0166,280,39.3666
10/1/2009,,4,4,4.2,4.9,4,,37,45.9,56,49.2,44.8,110,82,32,250,145,99,74.6666,4.22,164.6666,46.58
17/01/2009,4,18.3,10.8,5,4.2,4,32.5,43.6,35.8,30.2,34.7,31.3,62,85,51,101,109,88,66,7.7166,99.3333,34.6833
21/01/2009,6.7,10,4,15,4,4,40.3,57.1,29.1,69.4,48.2,34.7,56,67,69,282,86,122,64,7.2833,163.3333,46.4666
24/01/2009,,6.7,4,4,,,,21.3,28,17.9,,,118,76,,229,159,,97,,194,
28/01/2009,,8.3,6.7,4,4,4,,32.5,34.7,22.4,20.1,19,51,50,49,126,134,57,50,5.4,105.6666,25.74
31/01/2009,,4,7.5,4,4.2,4,,48.1,44.8,29,24.6,31.3,98,97,84,242,161,160,93,4.74,187.6666,35.56
16/07/2008,,4,4,4,5.8,12.5,,21.3,12.3,16.8,16.8,19,68,37,7,125,47,32,37.3333,6.06,68,17.24
19/07/2008,4,7.5,4,4,4,5.8,14.5,22.4,19,20.1,10.1,25.7,23,22,29,54,33,37,24.6666,4.8833,41.3333,18.6333
23/07/2008,4,4,4,4,4.9,6.7,32.7,22.4,31.3,21.3,13.4,49.2,35,18,14,82,102,16,22.3333,4.6,66.6666,28.3833
26/07/2008,4,4,5,4,4,4.9,96,118,48.3,35.8,42.5,28,106,126,38,243,188,52,90,4.3166,161,61.4333
30/07/2008,4,4,5.8,4,4,4.9,22.4,14.5,12.3,30.2,13.4,35.8,24,13,27,83,87,32,21.3333,4.45,67.3333,21.4333
3/5/2008,4,6.7,5.9,4,4,4,22.4,19,26.3,17.9,16.8,14.5,55,44,26,142,72,52,41.6666,4.7666,88.6666,19.4833
7/5/2008,4,4,5.8,5,4,4,27.9,22.8,16.8,21.3,15.7,16.8,33,79,63,164,93,67,58.3333,4.4666,108,20.2166
10/5/2008,4,5.8,4,4,8.3,7.5,14.1,17,21.3,20.1,15.7,12.3,39,44,22,112,53,101,35,5.6,88.6666,16.75
14/05/2008,8.6,4,8.3,7,4,7.5,17.9,19,20.1,18.8,17.9,26.9,46,54,39,74,103,45,46.3333,6.5666,74,20.1
17/05/2008,,4,7.5,4,5.8,5,,20.1,23.5,12.3,16.8,16.8,41,38,31,109,52,36,36.6666,5.26,65.6666,17.9
21/05/2008,,7.5,4,4,5.8,7.5,,20.1,17.9,13.4,20.1,24.6,60,44,24,144,87,39,42.6666,5.76,90,19.22
24/05/2008,4.4,6.7,8.3,4,4,4,23.9,37.3,28,33.6,17.9,20.1,50,48,37,115,90,41,45,5.2333,82,26.8
28/05/2008,4,6.7,4,5.8,4,4,17.9,12.8,19,17.9,20.1,16.8,49,59,26,69,102,38,44.6666,4.75,69.6666,17.4166
31/05/2008,4,7.5,8.3,4,4,4,20.1,23.5,19,16.8,17.9,11.2,44,44,30,68,94,35,39.3333,5.3,65.6666,18.0833
2/8/2008,4,13.3,4,20,4,4,49.2,58.2,53.7,59.3,49.2,54.8,25,26,19,52,36,38,23.3333,8.2166,42,54.0666
6/8/2008,11.6,4.2,4,5.8,4,16.6,54.8,31.3,58.2,45.9,52.6,59.3,90,57,13,231,61,25,53.3333,7.7,105.6666,50.35
9/8/2008,12.5,4,4,4,4,5,15.7,38.4,30.2,33.6,23.5,20.1,112,21,89,221,22,90,74,5.5833,111,26.9166
13/08/2008,14.8,17.5,9.1,11.6,9.1,17.5,29.9,31.3,22.4,10.1,35.8,31.3,53,31,48,67,77,59,44,13.2666,67.6666,26.8
16/08/2008,4,7.5,4,4,4,4,37.6,42.5,35.8,33.6,34.7,28,44,29,40,57,39,45,37.6666,4.5833,47,35.3666
31/12/2005,9.1,11.6,,,13.3,7.5,34.7,43.6,,,52.6,28,29.5,,40,95.6,,98.5,34.75,10.375,97.05,39.725
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1/2/2007,5,5,5,5,5,5,21.3,40.9,33.6,51.5,40.9,15.7,75,89,41,159,252,208,68,5,206,33.9
5/2/2007,5,5,10.8,15,8.3,5,20.1,23.5,26.9,31.3,17.9,19,48,84,62,120,197,75,64,8.1,130,23.1
28/06/2007,,,,7.5,4,5,,,,30.2,26.9,20.1,,,15,,,38,,,,
2/4/2007,4,10,6.7,,,,29.1,43.6,47,,,,48,73,,102,151,,60.5,,126.5,
5/4/2007,,,5.8,4,,,,,53.7,28,,,,72,,,170,,,,,
9/4/2007,4,4,,,7.5,11.6,19,31.3,,,52.6,62.7,51,,31,105,,53,41,6.775,79,41.4
12/4/2007,5,8.3,15,5.8,,,17.9,19,31.3,39.2,,,70,37,,71,192,,53.5,8.525,131.5,26.85
16/04/2007,10,4.2,16.6,4,5.8,4,48.1,61.5,55.8,58.2,53.7,22.4,74,86,55,131,152,64,71.6666,7.4333,115.6666,49.95
19/04/2007,4,5,10.8,12.5,4.2,4,19,56,47,64.9,31.3,33.6,65,25,23,103,59,84,37.6666,6.75,82,41.9666
23/04/2007,8.3,5,10,9.1,5,4,40.3,39.2,54.8,63.8,44.8,21.3,49,41,25,83,98,35,38.3333,6.9,72,44.0333
26/04/2007,4,,,4,5,4.2,26.1,,,28,30.2,34.7,,52,37,,119,107,44.5,4.3,113,29.75
30/04/2007,4.2,10,4,10.8,,,28,25.7,20.1,29.1,,,44,44,,89,95,,44,7.25,92,25.725
4/6/2007,4,6.7,8.3,7.5,4.2,4,25.4,35.8,40.3,45.9,58.2,23.5,26,11,9,56,49,15,15.3333,5.7833,40,38.1833
7/6/2007,,,4,10.8,9.1,5.8,,,17.9,31.3,39.2,45.9,,33,23,,49,26,28,7.425,37.5,33.575
11/6/2007,4,4,4,6.7,7.5,8.3,26.9,20.1,22.4,19,31.3,36.9,23,22,7,38,32,10,17.3333,5.75,26.6666,26.1
14/06/2007,4,11.6,10,5,4.2,4,21.3,30.2,38,26.9,20.1,17.9,16,15,8,64,24,13,13,6.4666,33.6666,25.7333
4/1/2007,11,7.6,2,,2,7.5,34.7,58.8,30.2,,35.8,32.5,82,82,98,234,258,115,87.3333,6.02,202.3333,38.4
8/1/2007,2,11.6,2,2,6.7,9.1,19,21.3,22.4,24.6,20.1,20.1,78,63,53,153,196,66,64.6666,5.5666,138.3333,21.25
11/1/2007,,,6.7,8.3,5.8,2,,,31.3,51.5,32.5,15.7,,66,38,,181,69,52,5.7,125,32.75
18/01/2007,2,7.5,,,9.1,10,21.3,22.4,,,15.7,28,71,,68,238,,92,69.5,7.15,165,21.85
22/01/2007,,2,2,108,6.7,2,,48.8,21.3,56,45.9,17.9,146,75,80,228,198,110,100.3333,24.14,178.6666,37.98
25/01/2007,2,10,,,7.5,10.8,26.8,36.9,,,44.8,67.1,88,,62,160,,109,75,7.575,134.5,43.9
29/01/2007,2,8.4,13.3,2,2,2,50.4,67.8,33.6,45.9,71.6,31.3,49,70,39,70,146,52,52.6666,4.95,89.3333,50.1
3/5/2007,4.2,9.1,2,2,5.8,2,21.3,42.5,38.8,34.6,32.5,20.1,24,28,19,33,47,32,23.6666,4.1833,37.3333,31.6333
7/5/2007,2,14.1,7.5,5,2,2,39.2,45.9,56,47,22.4,28,24,11,16,26,30,17,17,5.4333,24.3333,39.75
10/5/2007,2,2,,,,,21.3,25.7,,,,,33,,,59,,,,,,
8/2/2007,5,5,8.3,13.3,7.5,5,17.9,22.4,26.9,34.7,19,9.1,121,103,76,228,295,155,100,7.3,226,21.6
12/2/2007,9.1,13.3,15.8,15,,,25.7,15.7,13.4,14.5,,,56,63,,122,376,,59,13.3,249,17.3
15/02/2007,9.1,13.3,15.8,15,,,20.1,25.7,30.2,14.5,,,70,32,,141,83,,51,13.3,112,22.6
19/02/2007,8.3,,10.8,14.1,16.6,9.1,17.9,,21.3,25.7,16.8,12.3,90,65,60,138,147,101,71,11.7,128,18.8
22/02/2007,,,,10.8,10,8.3,,,,33.6,23.5,14.5,,,35,,,62,,,,
26/02/2007,8.3,10.8,13.3,18.1,14,9.1,19,22.4,25.7,33.3,25.5,14.5,55,70,72,123,146,78,65,12.2,115,23.4
1/3/2007,7.5,9.5,11.6,14.1,10.8,8.3,14.5,18.7,21.3,26.9,23.5,12.3,63,76,59,104,103,69,66,10.3,92,19.5
5/3/2007,,,7.5,9.1,10.8,8.3,,,23.5,29.1,26.9,20.1,,80,53,,189,114,66,8.9,151,24.9
8/3/2007,7.5,10.8,12.5,11.6,8.3,7.5,22.4,26.9,30.2,32.5,25.7,19,45,77,59,89,307,137,60,9.7,177,26.1
12/3/2007,,5.8,8.3,12.5,10,7.5,,17.9,21.3,23.5,26.9,21.3,63,78,67,116,182,105,69,8.8,134,22.1
15/03/2007,,,9.1,11.6,10.8,8.3,,,20.1,23.5,26.9,17.9,,82,36,,118,74,59,9.9,96,22.1
22/03/2007,9.1,14.4,,12.5,13.3,9.1,14.5,20.9,,20.1,17.9,12.3,73,57,83,150,138,133,71,11.6,140,17.1
26/03/2007,,,9.1,11.6,8.3,7.5,,,15.7,20.1,17.9,12.3,,61,43,,97,60,52,9.1,78,16.5
29/03/2007,,,10,11.6,8.3,7.5,,,20.1,23.5,15.7,12.3,,77,41,,201,52,59,9.3,126,17.9
2/7/2007,4.2,5,8.3,5.8,,4,22.4,30.2,31.2,21.3,,18.7,21,23,15,26,25,40,19.6666,5.46,30.3333,24.76
5/7/2007,4.2,7.5,5.8,10.8,4,4,20.1,17.9,22.4,19,15.7,14.5,24,20,8,42,25,13,17.3333,6.05,26.6666,18.2666
9/7/2007,,,4.5,6.1,4,4,,,17.1,16.5,20.1,14.5,,22,16,,44,23,19,4.65,33.5,17.05
12/7/2007,4,6.7,5.8,7.5,4,4,15.7,21.3,19,13.4,12.3,11.2,13,24,14,21,35,20,17,5.3333,25.3333,15.4833
16/07/2007,4,6.1,7.5,5,4,,17.9,28,20.1,19,16.8,,29,39,47,42,60,89,38.3333,5.32,63.6666,20.36
19/07/2007,4,7.5,9.1,5.8,4,4,17.9,15.7,19,21.3,16.8,14.5,23,32,11,31,48,44,22,5.7333,41,17.5333
23/07/2007,5,9.1,10,8.3,4,4,16.8,21.3,17.9,16.8,17.9,14.5,30,24,19,46,39,39,24.3333,6.7333,41.3333,17.5333
26/07/2007,4,,,5.8,5,4,15.2,,,19,16.8,15.7,,21,8,,53,14,14.5,4.7,33.5,16.675
30/07/2007,,6.7,8.3,5,4,4,,11.2,13.4,12.3,10.1,12.3,,33,23,,64,40,28,5.6,52,11.86
4/9/2006,6.7,9.1,10.8,13.3,9.1,7.5,29.1,35.8,40.3,38,31.3,23.5,59.9,11.5,16.8,70.3,16.2,24.6,29.4,9.41666667,37.03333333,33
7/9/2006,7.5,10,11.8,20.5,17.5,7.5,22.4,29.3,33,32.2,17.9,15.7,53.6,42,37.5,71.2,59.1,49.3,44.36666667,12.46666667,59.86666667,25.08333333
11/9/2006,12.5,7.5,7.5,9.1,27.4,7.5,31.3,24.6,30.2,28,23.5,19,12.3,19.4,11,25.4,39.6,15.8,14.23333333,11.91666667,26.93333333,26.1
14/09/2006,9.1,11.1,,,7.5,7.5,30.2,44.8,,,28,30.2,16.9,,11.1,34.2,,15.4,14,8.8,24.8,33.3
18/09/2006,,15.2,13.7,9.1,,,,37.1,29.7,30.2,,,24.7,25.2,,39.3,36.8,,24.95,,38.05,
21/09/2006,10,10.8,,13.3,9.1,6.7,29.8,38,,34.7,30.2,,20.2,33.9,7.6,50.2,44,30.7,20.56666667,9.98,41.63333333,33.175
25/09/2006,,7.5,10.8,8.3,,,,39.2,34.7,33.6,,,30.6,16.7,,55,19,,23.65,,37,
28/09/2006,8.3,10.8,12.7,10,,,29.1,34.7,32,26.9,,,35.8,23.5,,54.6,35.4,,29.65,10.45,45,30.675
2/8/2007,4,5,6.7,4,4.2,4,20.1,12.3,39.2,24.6,19,40.3,20,18,20,25,20,29,19.3333,4.65,24.6666,25.9166
6/8/2007,,4,7.5,6.7,5.8,8.3,,35.8,54.8,22.4,31.3,20.1,,40,22,,45,24,31,6.46,34.5,32.88
10/5/2006,6.7,9.1,10.8,12.5,9,9,30.2,39.2,34.7,28,30.2,21.3,15,19,7,26,29,16,13.66666667,9.51666667,23.66666667,30.6
